item_id,restaurant_id,item_name,category,price,is_veg
59,3,Special Platter,Main,131,1
60,3,Special Thali,Main,191,1
61,4,Chef Special Dish,Main,474,1
62,4,Special Thali,Main,555,1
63,4,Sprite,Beverage,219,1
64,4,Chef Special Dish,Main,394,1
65,4,Chef Special Dish,Main,481,1
66,4,Extra Sauce,Add-on,131,1
67,4,Special Platter,Main,364,1
68,4,Sprite,Beverage,223,1
69,4,House Curry,Main,413,1
70,4,Ice Cream Scoop,Dessert,297,1
71,4,Water Bottle,Beverage,151,1
72,4,Special Platter,Main,543,1
73,4,Chef Special Dish,Main,388,1
74,4,Fresh Juice,Beverage,229,1
75,4,Coke,Beverage,167,1
76,4,Fresh Juice,Beverage,230,1
77,4,Coke,Beverage,208,1
78,4,Special Platter,Main,583,1
79,5,Dal Makhani,Main,305,1
80,5,Chicken Curry,Main,307,0
81,5,Salted Lassi,Beverage,109,1
82,5,Mint Chutney,Add-on,64,1
83,5,Chicken Curry,Main,274,0
84,5,Paneer Tikka Masala,Main,241,1
85,5,Butter Chicken,Main,274,0
86,5,Butter Chicken,Main,368,0
87,5,Sweet Lassi,Beverage,126,1
88,5,Mint Chutney,Add-on,90,1
89,5,Salted Lassi,Beverage,128,1
90,5,Roomali Roti,Bread,65,1
91,5,Paneer Tikka Masala,Main,357,1
92,5,Coke,Beverage,107,1
93,5,Sweet Lassi,Beverage,135,1
94,5,Mint Chutney,Add-on,80,1
95,5,Coke,Beverage,147,1
96,5,Garlic Naan,Bread,68,1
97,5,Extra Butter,Add-on,66,1
98,5,Tandoori Roti,Bread,72,1
99,5,Butter Chicken,Main,277,0
100,5,Paneer Tikka Masala,Main,320,1
101,5,Paneer Tikka Masala,Main,303,1
102,5,Mint Chutney,Add-on,82,1
103,5,Butter Chicken,Main,306,0
104,5,Raita,Add-on,67,1
105,5,Gulab Jamun,Dessert,205,1
106,5,Paneer Tikka Masala,Main,264,1
107,5,Lachha Paratha,Bread,62,1
108,5,Coke,Beverage,150,1
109,6,Special Platter,Main,120,1
110,6,Special Platter,Main,139,1
111,6,Special Platter,Main,141,1
112,6,Special Platter,Main,131,1
113,6,Special Pastry,Dessert,72,1
114,6,Water Bottle,Beverage,65,1
115,6,Extra Sauce,Add-on,46,1
116,6,Water Bottle,Beverage,49,1
117,6,Fresh Juice,Beverage,63,1
118,6,Chef Special Dish,Main,124,1
119,6,Water Bottle,Beverage,73,1
120,6,Extra Sauce,Add-on,43,1
121,6,Coke,Beverage,60,1
122,6,Coke,Beverage,65,1
123,6,Special Thali,Main,166,1
124,7,House Curry,Main,190,1
125,7,Chef Special Dish,Main,170,1
126,7,Extra Cheese,Add-on,36,1
127,7,Fresh Juice,Beverage,51,1
128,7,Sprite,Beverage,61,1
129,7,Special Thali,Main,120,1
130,7,Extra Sauce,Add-on,33,1
131,7,Side Salad,Add-on,42,1
132,7,Chef Special Dish,Main,189,1
133,7,Special Thali,Main,185,1
134,7,House Curry,Main,141,1
135,7,Special Pastry,Dessert,97,1
136,7,House Curry,Main,165,1
137,7,Extra Sauce,Add-on,45,1
138,7,Sprite,Beverage,75,1
139,7,Special Thali,Main,190,1
140,7,Ice Cream Scoop,Dessert,74,1
141,7,Ice Cream Scoop,Dessert,93,1
142,7,Chef Special Dish,Main,140,1
143,7,Side Salad,Add-on,46,1
144,7,Chef Special Dish,Main,171,1
145,7,House Curry,Main,157,1
146,7,House Curry,Main,187,1
147,8,Extra Butter,Add-on,89,1
148,8,Mint Chutney,Add-on,65,1
149,8,Dal Makhani,Main,355,1
150,8,Dal Makhani,Main,264,1
151,8,Ice Cream,Dessert,172,1
152,8,Kadai Paneer,Main,324,1
153,8,Butter Chicken,Main,251,0
154,8,Butter Naan,Bread,64,1
155,8,Gajar Ka Halwa,Dessert,174,1
156,8,Paneer Tikka Masala,Main,304,1
157,8,Extra Butter,Add-on,76,1
158,9,Sprite,Beverage,108,1
159,9,Chicken Zinger Burger,Main,340,0
160,9,Sprite,Beverage,142,1
161,9,Chicken Wrap,Main,386,0
162,9,Peri Peri Fries,Add-on,101,1
163,9,Peri Peri Fries,Add-on,98,1
164,9,Peri Peri Fries,Add-on,99,1
165,9,Aloo Tikki Burger,Main,266,1
166,9,Sprite,Beverage,142,1
167,9,Chicken Wrap,Main,360,0
168,9,Chicken Zinger Burger,Main,280,0
169,10,Special Platter,Main,556,1
170,10,Pickle,Add-on,109,1
171,10,Pickle,Add-on,116,1
172,10,Chef Special Dish,Main,410,1
173,10,Side Salad,Add-on,119,1
174,10,House Curry,Main,554,1
175,10,Extra Cheese,Add-on,117,1
176,10,Special Platter,Main,512,1
177,10,Extra Cheese,Add-on,152,1
178,10,Special Thali,Main,557,1
179,10,Special Pastry,Dessert,213,1
180,10,House Curry,Main,368,1
181,10,Special Platter,Main,437,1
182,11,Manchurian (Dry),Main,165,1
183,11,Date Pancake,Dessert,79,1
184,11,Iced Tea,Beverage,55,1
185,11,Manchurian (Dry),Main,120,1
186,11,Chilli Oil,Add-on,45,1
187,11,Iced Tea,Beverage,58,1
188,11,Spring Rolls,Add-on,50,1
189,11,Extra Schezwan Sauce,Add-on,44,1
190,11,Hakka Noodles,Main,173,1
191,11,Chilli Chicken,Main,158,0
192,11,Sprite,Beverage,57,1
193,11,Honey Noodles with Ice Cream,Dessert,86,1
194,11,Momos,Add-on,40,1
195,11,Manchurian (Dry),Main,170,1
196,11,Fried Rice,Main,166,1
197,11,Lemonade,Beverage,60,1
198,11,Coke,Beverage,57,1
199,11,Iced Tea,Beverage,60,1
200,11,Lemonade,Beverage,61,1
201,11,Prawn Crackers,Add-on,45,0
202,12,Kadai Paneer,Main,359,1
203,12,Paneer Tikka Masala,Main,338,1
204,12,Masala Chaas,Beverage,126,1
205,12,Raita,Add-on,77,1
206,12,Paneer Tikka Masala,Main,340,1
207,12,Paneer Tikka Masala,Main,360,1
208,12,Onion Salad,Add-on,64,1
209,12,Paneer Tikka Masala,Main,387,1
210,12,Chicken Curry,Main,367,0
211,12,Extra Butter,Add-on,82,1
212,12,Raita,Add-on,71,1
213,12,Papad,Add-on,83,1
214,12,Paneer Tikka Masala,Main,262,1
215,12,Sweet Lassi,Beverage,149,1
216,12,Butter Chicken,Main,356,0
217,12,Paneer Tikka Masala,Main,266,1
218,12,Thumbs Up,Beverage,123,1
219,12,Raita,Add-on,73,1
220,12,Sweet Lassi,Beverage,123,1
221,12,Papad,Add-on,90,1
222,12,Raita,Add-on,87,1
223,12,Kadai Paneer,Main,331,1
224,12,Chicken Curry,Main,304,0
225,12,Chicken Curry,Main,306,0
226,12,Paneer Tikka Masala,Main,351,1
227,12,Ice Cream,Dessert,164,1
228,13,House Curry,Main,354,1
229,13,Fresh Juice,Beverage,133,1
230,13,Extra Cheese,Add-on,81,1
231,13,Sprite,Beverage,110,1
232,13,Extra Cheese,Add-on,76,1
233,13,Extra Sauce,Add-on,69,1
234,13,Side Salad,Add-on,79,1
235,13,Chef Special Dish,Main,345,1
236,13,Water Bottle,Beverage,120,1
237,13,House Curry,Main,321,1
238,13,Special Platter,Main,249,1
239,13,Pickle,Add-on,79,1
240,13,Special Thali,Main,368,1
241,13,Brownie,Dessert,158,1
242,13,Ice Cream Scoop,Dessert,203,1
243,13,Special Pastry,Dessert,188,1
244,13,Special Platter,Main,320,1
245,14,Chef Special Dish,Main,313,1
246,14,Special Pastry,Dessert,162,1
247,14,Extra Sauce,Add-on,79,1
248,14,Brownie,Dessert,182,1
249,14,Special Pastry,Dessert,185,1
250,14,Fresh Juice,Beverage,151,1
251,14,Special Thali,Main,376,1
252,14,Special Thali,Main,252,1
253,14,Fresh Juice,Beverage,104,1
254,14,Special Platter,Main,267,1
255,14,House Curry,Main,296,1
256,14,Side Salad,Add-on,82,1
257,14,Special Pastry,Dessert,188,1
258,14,Pickle,Add-on,75,1
259,14,Pickle,Add-on,74,1
260,14,Special Thali,Main,310,1
261,14,Extra Sauce,Add-on,103,1
262,14,Special Pastry,Dessert,145,1
263,14,Special Thali,Main,357,1
264,14,Extra Sauce,Add-on,94,1
265,14,Coke,Beverage,107,1
266,14,Water Bottle,Beverage,133,1
267,14,Side Salad,Add-on,69,1
268,14,Water Bottle,Beverage,129,1
269,14,Chef Special Dish,Main,309,1
270,14,House Curry,Main,355,1
271,14,Coke,Beverage,132,1
272,15,Iced Tea,Beverage,230,1
273,15,Coke,Beverage,196,1
274,15,Honey Noodles with Ice Cream,Dessert,261,1
275,15,Prawn Crackers,Add-on,119,0
276,15,Momos,Add-on,100,1
277,15,Iced Tea,Beverage,153,1
278,15,Extra Schezwan Sauce,Add-on,147,1
279,15,Coke,Beverage,215,1
280,15,Coke,Beverage,175,1
281,15,Sprite,Beverage,203,1
282,15,Hakka Noodles,Main,473,1
283,15,Chilli Chicken,Main,362,0
284,15,Manchurian (Dry),Main,545,1
285,16,Pickle,Add-on,102,1
286,16,Special Platter,Main,346,1
287,16,Pickle,Add-on,71,1
288,16,Extra Cheese,Add-on,88,1
289,16,Special Platter,Main,309,1
290,16,Extra Cheese,Add-on,76,1
291,16,Chef Special Dish,Main,364,1
292,16,Special Thali,Main,281,1
293,16,Fresh Juice,Beverage,110,1
294,16,Special Platter,Main,325,1
295,16,Special Platter,Main,290,1
296,16,Pickle,Add-on,98,1
297,16,Coke,Beverage,125,1
298,17,House Curry,Main,291,1
299,17,Extra Cheese,Add-on,86,1
300,17,Chef Special Dish,Main,252,1
301,17,Special Platter,Main,313,1
302,17,Side Salad,Add-on,91,1
303,17,Pickle,Add-on,81,1
304,17,Extra Sauce,Add-on,67,1
305,17,Coke,Beverage,120,1
306,17,Ice Cream Scoop,Dessert,152,1
307,17,Extra Cheese,Add-on,82,1
308,17,House Curry,Main,303,1
309,17,Sprite,Beverage,117,1
310,17,Special Platter,Main,280,1
311,17,Extra Cheese,Add-on,73,1
312,17,Chef Special Dish,Main,287,1
313,17,Chef Special Dish,Main,268,1
314,17,Brownie,Dessert,166,1
315,17,Sprite,Beverage,154,1
316,17,Side Salad,Add-on,75,1
317,17,Extra Cheese,Add-on,71,1
318,17,Special Thali,Main,346,1
319,18,Veg Biryani,Main,123,1
320,18,Chicken Dum Biryani,Main,161,0
321,18,Extra Raita,Add-on,44,1
322,18,Nimbooz,Beverage,51,1
323,18,Extra Salan,Add-on,43,1
324,18,Egg Biryani,Main,155,0
325,18,Qubani Ka Meetha,Dessert,71,1
326,18,Coke,Beverage,55,1
327,18,Chicken 65 (Side),Add-on,34,0
328,18,Extra Salan,Add-on,40,1
329,18,Extra Salan,Add-on,43,1
330,18,Chicken Dum Biryani,Main,131,0
331,18,Paneer Biryani,Main,191,1
332,18,Coke,Beverage,77,1
333,19,Paneer Chilli,Main,354,1
334,19,Paneer Chilli,Main,329,1
335,19,Paneer Chilli,Main,273,1
336,19,Paneer Chilli,Main,297,1
337,19,Sprite,Beverage,113,1
338,19,Sprite,Beverage,114,1
339,19,Chilli Oil,Add-on,66,1
340,19,Hakka Noodles,Main,382,1
341,19,Momos,Add-on,89,1
342,19,Extra Schezwan Sauce,Add-on,90,1
343,19,Fried Rice,Main,275,1
344,19,Chilli Oil,Add-on,67,1
345,19,Hakka Noodles,Main,301,1
346,20,Pickle,Add-on,75,1
347,20,Side Salad,Add-on,75,1
348,20,House Curry,Main,345,1
349,20,Special Platter,Main,250,1
350,20,Side Salad,Add-on,100,1
351,20,Side Salad,Add-on,81,1
352,20,Coke,Beverage,134,1
353,20,Extra Cheese,Add-on,97,1
354,20,Special Thali,Main,248,1
355,20,House Curry,Main,329,1
356,20,Extra Cheese,Add-on,81,1
357,20,Special Platter,Main,343,1
358,20,Pickle,Add-on,101,1
359,20,Brownie,Dessert,171,1
360,20,Pickle,Add-on,67,1
361,20,Special Thali,Main,373,1
362,20,Extra Cheese,Add-on,88,1
363,20,Extra Sauce,Add-on,67,1
364,20,Extra Sauce,Add-on,103,1
365,20,Brownie,Dessert,193,1
366,20,Special Thali,Main,354,1
367,20,Ice Cream Scoop,Dessert,165,1
368,20,Brownie,Dessert,163,1
369,20,House Curry,Main,267,1
370,20,Special Platter,Main,335,1
371,20,Special Platter,Main,385,1
372,20,Special Platter,Main,292,1
373,20,House Curry,Main,288,1
374,20,Extra Sauce,Add-on,98,1
375,21,Kadai Paneer,Main,344,1
376,21,Dal Makhani,Main,339,1
377,21,Coke,Beverage,144,1
378,21,Chicken Curry,Main,245,0
379,21,Sweet Lassi,Beverage,114,1
380,21,Dal Makhani,Main,257,1
381,21,Kadai Paneer,Main,369,1
382,21,Extra Butter,Add-on,90,1
383,21,Raita,Add-on,82,1
384,21,Sweet Lassi,Beverage,107,1
385,21,Masala Chaas,Beverage,133,1
386,21,Coke,Beverage,133,1
387,21,Butter Chicken,Main,270,0
388,21,Chicken Curry,Main,259,0
389,21,Masala Chaas,Beverage,122,1
390,21,Coke,Beverage,103,1
391,21,Rasmalai,Dessert,184,1
392,21,Tandoori Roti,Bread,64,1
393,21,Chicken Curry,Main,301,0
394,21,Salted Lassi,Beverage,155,1
395,22,Special Platter,Main,382,1
396,22,Brownie,Dessert,194,1
397,22,Fresh Juice,Beverage,151,1
398,22,Extra Cheese,Add-on,84,1
399,22,Sprite,Beverage,120,1
400,22,Fresh Juice,Beverage,154,1
401,22,Chef Special Dish,Main,308,1
402,22,Ice Cream Scoop,Dessert,158,1
403,22,Side Salad,Add-on,98,1
404,22,Sprite,Beverage,142,1
405,22,Special Platter,Main,290,1
406,22,Sprite,Beverage,145,1
407,22,House Curry,Main,348,1
408,23,Special Platter,Main,184,1
409,23,Special Pastry,Dessert,85,1
410,23,House Curry,Main,144,1
411,23,Special Platter,Main,154,1
412,23,Special Pastry,Dessert,98,1
413,23,Brownie,Dessert,73,1
414,23,Pickle,Add-on,36,1
415,23,Pickle,Add-on,32,1
416,23,Pickle,Add-on,46,1
417,23,Special Platter,Main,148,1
418,23,Chef Special Dish,Main,157,1
419,23,Extra Sauce,Add-on,34,1
420,23,Sprite,Beverage,74,1
421,23,Fresh Juice,Beverage,50,1
422,23,Fresh Juice,Beverage,48,1
423,23,Chef Special Dish,Main,150,1
424,23,Side Salad,Add-on,33,1
425,23,House Curry,Main,145,1
426,23,Pickle,Add-on,44,1
427,23,Extra Cheese,Add-on,49,1
428,23,Fresh Juice,Beverage,76,1
429,23,Special Platter,Main,185,1
430,23,Special Thali,Main,166,1
431,23,Chef Special Dish,Main,167,1
432,23,Sprite,Beverage,77,1
433,23,Extra Sauce,Add-on,40,1
434,23,Special Thali,Main,177,1
435,23,Special Thali,Main,153,1
436,24,Water Bottle,Beverage,49,1
437,24,Special Thali,Main,142,1
438,24,Sprite,Beverage,60,1
439,24,Coke,Beverage,63,1
440,24,Chef Special Dish,Main,132,1
441,24,Special Thali,Main,165,1
442,24,Special Pastry,Dessert,88,1
443,24,Chef Special Dish,Main,157,1
444,24,Chef Special Dish,Main,137,1
445,24,Sprite,Beverage,61,1
446,24,Brownie,Dessert,64,1
447,24,Special Pastry,Dessert,100,1
448,24,Coke,Beverage,50,1
449,24,House Curry,Main,194,1
450,24,House Curry,Main,167,1
451,24,Fresh Juice,Beverage,68,1
452,24,Pickle,Add-on,48,1
453,24,Side Salad,Add-on,51,1
454,24,Special Pastry,Dessert,68,1
455,25,House Curry,Main,326,1
456,25,Extra Cheese,Add-on,64,1
457,25,Special Platter,Main,281,1
458,25,Extra Sauce,Add-on,100,1
459,25,Special Platter,Main,364,1
460,25,House Curry,Main,356,1
461,25,Chef Special Dish,Main,331,1
462,25,Extra Cheese,Add-on,72,1
463,25,Coke,Beverage,133,1
464,25,Side Salad,Add-on,89,1
465,25,Brownie,Dessert,179,1
466,25,House Curry,Main,358,1
467,25,Special Thali,Main,326,1
468,25,Coke,Beverage,101,1
469,25,House Curry,Main,289,1
470,25,Special Pastry,Dessert,142,1
471,25,Chef Special Dish,Main,357,1
472,25,Special Pastry,Dessert,170,1
473,25,House Curry,Main,364,1
474,25,Sprite,Beverage,150,1
475,25,Pickle,Add-on,102,1
476,25,Special Pastry,Dessert,187,1
477,26,Special Thali,Main,310,1
478,26,Extra Sauce,Add-on,69,1
479,26,Ice Cream Scoop,Dessert,196,1
480,26,Pickle,Add-on,102,1
481,26,Extra Cheese,Add-on,67,1
482,26,Pickle,Add-on,64,1
483,26,Extra Sauce,Add-on,82,1
484,26,Extra Cheese,Add-on,87,1
485,26,Extra Cheese,Add-on,68,1
486,26,Ice Cream Scoop,Dessert,165,1
487,26,House Curry,Main,377,1
488,26,Chef Special Dish,Main,337,1
489,26,Brownie,Dessert,193,1
490,26,Sprite,Beverage,134,1
491,26,Extra Sauce,Add-on,69,1
492,26,Extra Sauce,Add-on,76,1
493,26,Special Platter,Main,257,1
494,26,Chef Special Dish,Main,373,1
495,26,Side Salad,Add-on,79,1
496,26,House Curry,Main,340,1
497,27,Prawn Crackers,Add-on,87,0
498,27,Fried Rice,Main,372,1
499,27,Date Pancake,Dessert,194,1
500,27,Honey Noodles with Ice Cream,Dessert,203,1
501,27,Extra Schezwan Sauce,Add-on,65,1
502,27,Extra Schezwan Sauce,Add-on,72,1
503,27,Manchurian (Dry),Main,382,1
504,27,Lemonade,Beverage,101,1
505,27,Extra Schezwan Sauce,Add-on,85,1
506,27,Chilli Chicken,Main,249,0
507,27,Honey Noodles with Ice Cream,Dessert,143,1
508,27,Coke,Beverage,152,1
509,27,Honey Noodles with Ice Cream,Dessert,135,1
510,27,Iced Tea,Beverage,134,1
511,27,Chilli Oil,Add-on,102,1
512,27,Spring Rolls,Add-on,95,1
513,27,Date Pancake,Dessert,207,1
514,27,Iced Tea,Beverage,100,1
515,27,Paneer Chilli,Main,271,1
516,27,Fried Rice,Main,361,1
517,27,Fried Rice,Main,289,1
518,27,Iced Tea,Beverage,143,1
519,27,Date Pancake,Dessert,150,1
520,27,Fried Rice,Main,388,1
521,27,Chilli Oil,Add-on,74,1
522,27,Fried Rice,Main,256,1
523,27,Date Pancake,Dessert,138,1
524,28,Coke,Beverage,65,1
525,28,Water Bottle,Beverage,53,1
526,28,Extra Sauce,Add-on,34,1
527,28,Pickle,Add-on,42,1
528,28,Special Thali,Main,155,1
529,28,House Curry,Main,158,1
530,28,Water Bottle,Beverage,61,1
531,28,Coke,Beverage,76,1
532,28,Ice Cream Scoop,Dessert,93,1
533,28,Brownie,Dessert,84,1
534,28,Pickle,Add-on,44,1
535,28,Water Bottle,Beverage,49,1
536,28,Special Pastry,Dessert,97,1
537,28,Fresh Juice,Beverage,68,1
538,28,Special Platter,Main,173,1
539,28,Pickle,Add-on,33,1
540,28,Special Thali,Main,144,1
541,28,Ice Cream Scoop,Dessert,66,1
542,28,Extra Cheese,Add-on,44,1
543,28,House Curry,Main,148,1
544,28,Extra Cheese,Add-on,41,1
545,29,Papad,Add-on,67,1
546,29,Butter Chicken,Main,367,0
547,29,Chicken Curry,Main,348,0
548,29,Onion Salad,Add-on,81,1
549,29,Onion Salad,Add-on,80,1
550,29,Coke,Beverage,119,1
551,29,Extra Butter,Add-on,76,1
552,29,Masala Chaas,Beverage,135,1
553,29,Mint Chutney,Add-on,102,1
554,29,Papad,Add-on,66,1
555,29,Sweet Lassi,Beverage,101,1
556,29,Garlic Naan,Bread,70,1
557,29,Dal Makhani,Main,361,1
558,29,Chicken Curry,Main,248,0
559,29,Thumbs Up,Beverage,129,1
560,29,Extra Butter,Add-on,80,1
561,29,Coke,Beverage,148,1
562,29,Butter Chicken,Main,385,0
563,29,Chicken Curry,Main,286,0
564,29,Butter Chicken,Main,326,0
565,29,Paneer Tikka Masala,Main,263,1
566,29,Papad,Add-on,72,1
567,29,Butter Chicken,Main,292,0
568,29,Roomali Roti,Bread,59,1
569,29,Gajar Ka Halwa,Dessert,173,1
570,29,Kadai Paneer,Main,366,1
571,29,Raita,Add-on,88,1
572,29,Thumbs Up,Beverage,97,1
573,29,Dal Makhani,Main,244,1
574,30,Cheese Dip,Add-on,100,1
575,30,Sprite,Beverage,96,1
576,30,Choco Lava Cake,Dessert,173,1
577,30,Chicken Wrap,Main,250,0
578,30,Soft Serve Ice Cream,Dessert,178,1
579,30,French Fries,Add-on,67,1
580,30,Cheese Pizza,Main,272,1
581,30,Mayo Dip,Add-on,82,1
582,30,Choco Lava Cake,Dessert,157,1
583,30,Cheese Dip,Add-on,95,1
584,30,Cheese Pizza,Main,329,1
585,30,French Fries,Add-on,70,1
586,30,Cheese Pizza,Main,247,1
587,30,Aloo Tikki Burger,Main,280,1
588,30,Chicken Wrap,Main,312,0
589,30,Chicken Wrap,Main,302,0
590,30,Chicken Zinger Burger,Main,353,0
591,30,Aloo Tikki Burger,Main,291,1
592,31,Extra Cheese,Add-on,91,1
593,31,Special Platter,Main,319,1
594,31,House Curry,Main,246,1
595,31,Fresh Juice,Beverage,155,1
596,31,Extra Sauce,Add-on,64,1
597,31,Extra Cheese,Add-on,101,1
598,31,Chef Special Dish,Main,354,1
599,31,House Curry,Main,289,1
600,31,Special Thali,Main,314,1
601,31,Special Platter,Main,266,1
602,31,Special Platter,Main,319,1
603,31,Chef Special Dish,Main,315,1
604,31,House Curry,Main,250,1
605,32,Special Platter,Main,121,1
606,32,Extra Sauce,Add-on,49,1
607,32,Special Platter,Main,163,1
608,32,Special Platter,Main,141,1
609,32,Pickle,Add-on,32,1
610,32,Extra Cheese,Add-on,35,1
611,32,Special Platter,Main,182,1
612,32,Sprite,Beverage,50,1
613,32,Extra Sauce,Add-on,36,1
614,32,Special Platter,Main,159,1
615,32,Fresh Juice,Beverage,74,1
616,33,Date Pancake,Dessert,231,1
617,33,Fried Rice,Main,377,1
618,33,Hakka Noodles,Main,479,1
619,33,Iced Tea,Beverage,225,1
620,33,Lemonade,Beverage,175,1
621,33,Fried Rice,Main,413,1
622,33,Fried Rice,Main,417,1
623,33,Fried Rice,Main,495,1
624,33,Spring Rolls,Add-on,106,1
625,33,Prawn Crackers,Add-on,123,0
626,33,Paneer Chilli,Main,530,1
627,33,Prawn Crackers,Add-on,136,0
628,33,Lemonade,Beverage,221,1
629,33,Chilli Chicken,Main,393,0
630,33,Hakka Noodles,Main,465,1
631,33,Lemonade,Beverage,215,1
632,33,Coke,Beverage,175,1
633,33,Spring Rolls,Add-on,114,1
634,33,Prawn Crackers,Add-on,98,0
635,33,Chilli Chicken,Main,547,0
636,34,Extra Sauce,Add-on,88,1
637,34,Pickle,Add-on,82,1
638,34,Special Thali,Main,307,1
639,34,Chef Special Dish,Main,288,1
640,34,Special Platter,Main,315,1
641,34,Special Thali,Main,307,1
642,34,House Curry,Main,387,1
643,34,Special Thali,Main,315,1
644,34,Chef Special Dish,Main,245,1
645,34,Special Platter,Main,388,1
646,34,Coke,Beverage,117,1
647,34,Extra Cheese,Add-on,79,1
648,35,Extra Sauce,Add-on,143,1
649,35,Sprite,Beverage,149,1
650,35,Extra Sauce,Add-on,129,1
651,35,Special Platter,Main,423,1
652,35,Side Salad,Add-on,116,1
653,35,Side Salad,Add-on,151,1
654,35,Sprite,Beverage,231,1
655,35,Pickle,Add-on,103,1
656,35,Special Thali,Main,429,1
657,35,Special Platter,Main,504,1
658,35,House Curry,Main,542,1
659,35,Extra Sauce,Add-on,134,1
660,35,Pickle,Add-on,126,1
661,35,Special Thali,Main,441,1
662,35,Ice Cream Scoop,Dessert,306,1
663,35,Extra Cheese,Add-on,152,1
664,35,Special Platter,Main,403,1
665,35,Chef Special Dish,Main,394,1
666,35,House Curry,Main,549,1
667,35,Special Thali,Main,474,1
668,36,Chicken Curry,Main,122,0
669,36,Dal Makhani,Main,185,1
670,36,Chicken Curry,Main,129,0
671,36,Kadai Paneer,Main,131,1
672,36,Salted Lassi,Beverage,72,1
673,36,Chicken Curry,Main,180,0
674,36,Onion Salad,Add-on,46,1
675,36,Garlic Naan,Bread,30,1
676,36,Rasmalai,Dessert,102,1
677,36,Chicken Curry,Main,141,0
678,36,Kadai Paneer,Main,137,1
679,36,Rasmalai,Dessert,76,1
680,36,Coke,Beverage,75,1
681,36,Salted Lassi,Beverage,59,1
682,36,Chicken Curry,Main,193,0
683,36,Kadai Paneer,Main,177,1
684,36,Papad,Add-on,42,1
685,36,Ice Cream,Dessert,102,1
686,36,Onion Salad,Add-on,48,1
687,36,Onion Salad,Add-on,49,1
688,36,Butter Chicken,Main,168,0
689,36,Masala Chaas,Beverage,64,1
690,36,Butter Chicken,Main,173,0
691,36,Chicken Curry,Main,183,0
692,36,Tandoori Roti,Bread,25,1
693,36,Onion Salad,Add-on,37,1
694,36,Chicken Curry,Main,131,0
695,37,Special Thali,Main,190,1
696,37,Side Salad,Add-on,48,1
697,37,House Curry,Main,189,1
698,37,Pickle,Add-on,33,1
699,37,House Curry,Main,137,1
700,37,Extra Sauce,Add-on,39,1
701,37,Extra Sauce,Add-on,38,1
702,37,Special Thali,Main,182,1
703,37,House Curry,Main,179,1
704,37,Chef Special Dish,Main,122,1
705,37,Special Platter,Main,172,1
706,37,Ice Cream Scoop,Dessert,94,1
707,37,Special Platter,Main,153,1
708,37,Water Bottle,Beverage,75,1
709,37,Special Thali,Main,139,1
710,37,Side Salad,Add-on,42,1
711,37,Fresh Juice,Beverage,51,1
712,37,Extra Cheese,Add-on,36,1
713,37,Extra Sauce,Add-on,32,1
714,37,Pickle,Add-on,44,1
715,37,Special Platter,Main,124,1
716,37,Special Pastry,Dessert,87,1
717,37,Water Bottle,Beverage,66,1
718,38,Ice Cream Scoop,Dessert,278,1
719,38,House Curry,Main,456,1
