session_id,user_id,restaurant_id,session_start_time,is_ordered
70,16470,881,2026-01-05 17:02:00,1
71,45870,431,2026-01-22 13:15:00,0
72,9982,833,2026-01-20 14:47:00,1
73,5676,1661,2026-01-06 13:56:00,1
74,35913,1894,2026-01-11 21:50:00,0
75,12974,1437,2026-01-04 21:24:00,1
76,48,409,2026-01-27 19:58:00,1
77,13917,396,2026-01-13 14:21:00,1
78,39785,819,2026-01-22 18:53:00,1
79,34938,1797,2026-01-09 19:11:00,1
80,38494,1222,2026-01-14 20:22:00,1
81,39893,237,2026-01-13 20:57:00,1
82,24283,1065,2026-01-30 13:51:00,1
83,6454,746,2026-01-14 13:04:00,1
84,21734,1359,2026-01-28 20:07:00,0
85,30721,606,2026-01-18 14:08:00,1
86,43400,1388,2026-01-24 21:57:00,1
87,1013,1166,2026-01-10 14:25:00,1
88,48371,881,2026-01-26 16:37:00,1
89,30004,660,2026-01-15 15:28:00,0
90,26399,970,2026-01-26 13:57:00,0
91,30814,1652,2026-01-07 14:09:00,1
92,6751,1252,2026-01-28 23:49:00,0
93,7062,849,2026-01-29 15:40:00,1
94,5572,819,2026-01-08 23:09:00,1
95,26733,1763,2026-01-25 15:56:00,1
96,32063,1142,2026-01-08 15:58:00,1
97,7312,274,2026-01-26 02:29:00,0
98,42810,1826,2026-01-15 19:39:00,1
99,37194,531,2026-01-25 12:15:00,1
100,38215,1593,2026-01-17 18:31:00,1
101,32543,563,2026-01-15 20:04:00,1
102,36516,688,2026-01-11 06:57:00,1
103,33717,284,2026-01-05 22:14:00,1
104,33320,955,2026-01-14 21:03:00,1
105,32867,861,2026-01-13 21:57:00,1
106,32173,612,2026-01-25 11:24:00,1
107,34136,1236,2026-01-29 21:14:00,0
108,30792,559,2026-01-14 09:31:00,1
109,22216,1391,2026-01-26 19:25:00,0
110,35046,1275,2026-01-18 17:01:00,1
111,2638,56,2026-01-03 07:41:00,1
112,20738,1776,2026-01-15 14:11:00,1
113,43166,434,2026-01-15 13:20:00,1
114,17395,1802,2026-01-13 14:17:00,1
115,20885,40,2026-01-24 14:34:00,1
116,12086,141,2026-01-25 01:41:00,1
117,39624,409,2026-01-27 20:01:00,1
118,7606,970,2026-01-22 22:07:00,0
119,46220,756,2026-01-06 06:38:00,1
120,18482,222,2026-01-19 07:01:00,1
121,36868,813,2026-01-31 16:45:00,0
122,47187,1213,2026-01-23 00:53:00,0
123,20558,1402,2026-01-20 14:51:00,1
124,44329,1160,2026-01-26 21:02:00,1
125,12991,878,2026-01-22 15:23:00,0
126,7621,26,2026-01-28 21:26:00,0
127,10641,217,2026-01-14 14:23:00,1
128,7785,361,2026-01-24 06:33:00,1
129,10269,893,2026-01-27 22:46:00,1
130,966,1915,2026-01-03 15:17:00,1
131,28895,1743,2026-01-11 00:11:00,0
132,10830,573,2026-01-29 21:38:00,1
133,33682,1942,2026-01-07 15:05:00,1
134,22789,833,2026-01-16 12:35:00,0
135,46667,1415,2026-01-16 20:41:00,1
136,42938,603,2026-01-08 20:25:00,1
137,47447,1088,2026-01-12 13:27:00,1
138,12247,1440,2026-01-15 00:17:00,1
139,19479,473,2026-01-04 00:46:00,1
140,36192,1098,2026-01-31 18:48:00,1
141,31309,992,2026-01-09 21:46:00,0
142,41769,580,2026-01-04 21:53:00,1
143,33656,368,2026-01-10 20:00:00,0
144,435,1996,2026-01-02 22:35:00,1
145,44267,1934,2026-01-05 15:40:00,0
146,3553,583,2026-01-16 18:30:00,1
147,47646,378,2026-01-31 15:03:00,1
148,14568,1684,2026-01-03 14:25:00,1
149,32746,306,2026-01-26 23:36:00,1
150,18130,1242,2026-01-20 19:50:00,0
151,13143,780,2026-01-15 15:58:00,1
152,45995,1762,2026-01-19 15:27:00,1
153,1622,1272,2026-01-02 17:39:00,1
154,42341,1941,2026-01-25 22:13:00,1
155,2684,322,2026-01-08 15:11:00,1
156,15943,1412,2026-01-20 14:30:00,1
157,39896,1448,2026-01-10 16:44:00,1
158,48361,479,2026-01-30 16:16:00,1
159,30854,1355,2026-01-26 19:59:00,1
160,39897,147,2026-01-02 15:10:00,1
161,23478,1219,2026-01-24 08:52:00,0
162,1290,1025,2026-01-18 15:31:00,1
163,37151,188,2026-01-08 11:43:00,1
164,18114,1549,2026-01-06 03:30:00,1
165,42687,906,2026-01-30 14:17:00,1
166,5275,893,2026-01-21 22:52:00,0
167,27364,837,2026-01-11 20:20:00,1
168,43850,330,2026-01-11 01:26:00,1
169,40156,1667,2026-01-25 20:35:00,0
170,36552,517,2026-01-11 15:07:00,0
171,1799,3,2026-01-22 14:55:00,1
172,41395,847,2026-01-02 14:12:00,1
173,39867,269,2026-01-30 15:18:00,1
174,44253,993,2026-01-04 21:01:00,1
175,48010,491,2026-01-23 01:10:00,1
176,12498,836,2026-01-03 02:14:00,1
177,35385,1940,2026-01-04 18:41:00,1
178,15187,1445,2026-01-09 18:26:00,0
179,18506,1129,2026-01-05 02:24:00,1
180,7821,143,2026-01-09 21:49:00,1
181,36029,6,2026-01-10 01:46:00,1
182,32143,1352,2026-01-16 09:55:00,1
183,20588,1113,2026-01-13 21:29:00,1
184,37407,1754,2026-01-25 16:26:00,0
185,49019,1871,2026-01-26 00:24:00,1
186,16984,1623,2026-01-27 08:41:00,1
187,34763,206,2026-01-28 19:54:00,1
188,22269,1480,2026-01-05 22:26:00,1
189,43955,962,2026-01-26 15:16:00,1
190,25641,1745,2026-01-11 15:54:00,0
191,47236,1293,2026-01-22 03:58:00,1
192,44396,1530,2026-01-03 20:27:00,0
193,26758,1788,2026-01-04 17:28:00,1
194,12702,1631,2026-01-02 12:18:00,0
195,39515,501,2026-01-17 17:26:00,1
196,27334,359,2026-01-03 01:39:00,1
197,13509,1020,2026-01-30 18:37:00,1
198,46038,521,2026-01-15 19:16:00,1
199,31049,152,2026-01-15 12:22:00,1
200,35764,936,2026-01-28 19:19:00,1
201,40893,1748,2026-01-16 21:06:00,1
202,36993,1178,2026-01-10 20:44:00,1
203,42783,811,2026-01-09 13:00:00,1
204,47055,1405,2026-01-25 00:47:00,1
205,26822,1852,2026-01-29 13:18:00,1
206,30816,449,2026-01-21 22:12:00,0
207,43622,1477,2026-01-25 13:42:00,1
208,7871,281,2026-01-21 21:06:00,0
209,37251,81,2026-01-10 15:50:00,1
210,33851,1187,2026-01-12 17:46:00,0
211,16599,1863,2026-01-10 21:20:00,0
212,19684,271,2026-01-26 20:34:00,1
213,38985,1701,2026-01-06 11:16:00,1
214,47767,1982,2026-01-26 20:18:00,1
215,6875,236,2026-01-15 15:04:00,1
216,19847,1386,2026-01-24 01:43:00,1
217,30200,1620,2026-01-13 19:00:00,1
218,9690,755,2026-01-22 09:47:00,1
219,13077,1383,2026-01-08 13:30:00,1
220,8905,1811,2026-01-31 23:35:00,1
221,18506,454,2026-01-21 03:04:00,1
222,23466,619,2026-01-21 09:26:00,1
223,22433,624,2026-01-16 10:07:00,1
224,34400,1374,2026-01-31 22:47:00,0
225,26788,859,2026-01-19 18:47:00,1
226,38167,68,2026-01-23 14:23:00,1
227,9615,1405,2026-01-12 22:34:00,1
228,2884,816,2026-01-09 19:12:00,1
229,30035,1989,2026-01-01 18:03:00,0
230,30969,1612,2026-01-19 13:13:00,1
231,39565,443,2026-01-27 22:55:00,0
232,12757,568,2026-01-28 07:09:00,1
233,13147,1354,2026-01-28 20:01:00,0
234,5603,33,2026-01-06 19:16:00,1
235,44628,1520,2026-01-14 14:33:00,1
236,28830,742,2026-01-17 21:37:00,1
237,24641,1032,2026-01-08 12:39:00,1
238,41335,1350,2026-01-17 21:19:00,1
239,27552,1975,2026-01-01 21:03:00,0
240,22444,1406,2026-01-04 07:31:00,0
241,15720,135,2026-01-05 20:17:00,0
242,43850,1199,2026-01-18 01:45:00,1
243,22727,1224,2026-01-17 21:18:00,0
244,38610,204,2026-01-26 17:44:00,1
245,9176,925,2026-01-29 18:14:00,1
246,21059,1495,2026-01-04 19:20:00,1
247,12386,767,2026-01-31 17:09:00,1
248,5070,175,2026-01-03 09:27:00,1
249,5424,1663,2026-01-05 00:35:00,0
250,37820,676,2026-01-22 09:07:00,1
251,30441,1790,2026-01-22 20:48:00,0
252,18823,640,2026-01-12 14:06:00,1
253,41660,1345,2026-01-16 19:14:00,1
254,26213,571,2026-01-19 20:14:00,1
255,45083,1149,2026-01-25 19:52:00,1
256,17588,1383,2026-01-21 15:35:00,1
257,23426,370,2026-01-09 23:44:00,1
258,19630,372,2026-01-28 03:09:00,1
259,16152,1297,2026-01-01 19:05:00,1
260,31711,441,2026-01-13 12:26:00,1
261,1605,639,2026-01-24 03:20:00,1
262,9518,1546,2026-01-20 14:03:00,1
263,27154,1244,2026-01-15 06:26:00,0
264,29702,1547,2026-01-17 22:07:00,1
265,21822,1389,2026-01-22 17:37:00,1
266,35272,94,2026-01-08 20:25:00,1
267,39276,419,2026-01-10 13:13:00,1
268,45649,16,2026-01-16 15:47:00,1
269,7920,1091,2026-01-23 12:14:00,1
270,11140,726,2026-01-03 22:25:00,1
271,43030,39,2026-01-15 08:58:00,1
272,48183,642,2026-01-19 13:27:00,1
273,15054,43,2026-01-31 10:20:00,0
274,28635,217,2026-01-08 15:27:00,1
275,7663,696,2026-01-08 09:21:00,1
276,24907,234,2026-01-17 03:32:00,1
277,31418,716,2026-01-12 23:46:00,1
278,9656,484,2026-01-04 23:09:00,0
279,43490,314,2026-01-25 12:48:00,1
280,15620,1949,2026-01-25 18:40:00,1
281,23261,1187,2026-01-15 15:43:00,0
282,13307,662,2026-01-28 15:40:00,1
283,48566,961,2026-01-15 21:40:00,1
284,9207,116,2026-01-12 00:32:00,1
285,8190,946,2026-01-15 08:02:00,1
286,3542,1704,2026-01-10 09:04:00,1
287,4882,1217,2026-01-17 13:24:00,1
288,35657,1862,2026-01-26 00:36:00,1
289,42274,659,2026-01-20 03:30:00,0
290,10825,212,2026-01-26 17:57:00,1
291,39573,1450,2026-01-15 13:28:00,1
292,33722,764,2026-01-30 21:18:00,1
293,44391,1293,2026-01-21 13:21:00,1
294,27851,1390,2026-01-13 23:18:00,1
295,8213,683,2026-01-03 20:37:00,1
296,1703,1357,2026-01-13 16:08:00,1
297,44477,1145,2026-01-13 13:41:00,1
298,9021,1698,2026-01-31 19:47:00,1
299,6538,1374,2026-01-14 21:32:00,1
300,49799,464,2026-01-05 15:09:00,0
301,18338,1579,2026-01-18 14:53:00,1
302,35442,1266,2026-01-05 09:38:00,1
303,15772,333,2026-01-06 13:53:00,1
304,49225,842,2026-01-12 20:43:00,1
305,10971,480,2026-01-18 18:15:00,1
306,9733,1852,2026-01-27 13:12:00,1
307,27839,946,2026-01-25 00:18:00,1
308,38154,1081,2026-01-14 08:10:00,1
309,46534,1788,2026-01-09 19:03:00,0
310,36074,256,2026-01-10 07:05:00,1
311,7461,559,2026-01-15 15:57:00,1
312,17197,1906,2026-01-01 13:26:00,1
313,26677,460,2026-01-01 14:20:00,1
314,6704,300,2026-01-05 20:02:00,1
315,14465,968,2026-01-23 20:53:00,1
316,31194,1445,2026-01-16 21:28:00,1
317,20043,1926,2026-01-24 00:38:00,0
318,3287,1590,2026-01-10 16:15:00,1
319,2891,860,2026-01-21 19:50:00,1
320,16356,1714,2026-01-29 15:31:00,1
321,5148,295,2026-01-10 12:27:00,1
322,13355,1369,2026-01-03 18:33:00,1
323,32102,1040,2026-01-18 19:01:00,1
324,34876,1531,2026-01-01 15:22:00,1
325,26709,494,2026-01-24 11:42:00,1
326,29394,1192,2026-01-24 14:48:00,1
327,38514,91,2026-01-12 19:34:00,1
328,27470,1317,2026-01-06 13:53:00,1
329,17206,277,2026-01-03 19:45:00,1
330,35296,90,2026-01-26 14:12:00,1
331,993,519,2026-01-02 16:48:00,1
332,5355,1638,2026-01-12 07:27:00,1
333,283,1893,2026-01-26 23:33:00,1
334,43055,882,2026-01-20 14:52:00,0
335,48661,672,2026-01-22 13:18:00,1
336,1721,1413,2026-01-15 21:22:00,0
337,47170,1310,2026-01-26 16:03:00,0
338,19667,1641,2026-01-24 08:43:00,1
339,17540,1245,2026-01-22 19:50:00,1
340,22967,259,2026-01-03 07:15:00,1
341,34657,751,2026-01-12 03:24:00,1
342,44806,762,2026-01-15 09:48:00,1
343,49719,282,2026-01-17 09:23:00,1
344,25536,382,2026-01-16 09:33:00,1
345,6082,1442,2026-01-15 12:13:00,1
346,133,410,2026-01-04 07:08:00,1
347,43813,1660,2026-01-22 21:54:00,0
348,43735,712,2026-01-23 11:04:00,1
349,15787,1744,2026-01-06 13:45:00,1
350,25698,412,2026-01-26 21:08:00,1
351,18154,740,2026-01-18 13:36:00,1
352,16446,1646,2026-01-18 15:08:00,0
353,48073,1473,2026-01-16 13:33:00,1
354,10000,955,2026-01-22 09:33:00,1
355,13102,1799,2026-01-27 14:49:00,1
356,376,1979,2026-01-05 21:27:00,1
357,43307,255,2026-01-17 09:09:00,1
358,3503,1915,2026-01-23 14:14:00,0
359,40222,514,2026-01-07 14:40:00,1
360,29322,621,2026-01-20 12:34:00,0
361,14722,1313,2026-01-06 09:37:00,0
362,42670,1350,2026-01-20 20:46:00,1
363,8662,1770,2026-01-01 09:05:00,1
364,30510,1172,2026-01-14 18:39:00,0
365,20962,594,2026-01-21 14:19:00,0
366,39168,610,2026-01-15 18:04:00,1
367,25408,952,2026-01-07 20:21:00,1
368,48375,1472,2026-01-11 22:46:00,1
369,11269,1558,2026-01-12 19:32:00,1
370,1256,956,2026-01-04 22:17:00,1
371,22648,104,2026-01-10 17:24:00,0
372,9460,1055,2026-01-15 20:31:00,1
373,24653,48,2026-01-03 20:25:00,1
374,45664,441,2026-01-19 21:22:00,1
375,4223,1224,2026-01-29 09:53:00,1
376,36306,964,2026-01-10 21:34:00,1
377,43601,1490,2026-01-12 00:48:00,1
378,12957,105,2026-01-19 14:35:00,1
379,24329,151,2026-01-13 19:32:00,1
380,7531,1691,2026-01-20 19:43:00,0
381,728,765,2026-01-26 22:21:00,1
382,45219,1234,2026-01-17 12:25:00,1
383,21863,281,2026-01-23 20:21:00,1
384,20904,1242,2026-01-29 13:32:00,1
385,438,1908,2026-01-20 19:20:00,0
386,48714,689,2026-01-17 20:53:00,0
387,16557,1004,2026-01-23 09:36:00,0
388,35574,1671,2026-01-01 15:23:00,1
389,15399,1196,2026-01-10 21:50:00,1
390,47207,55,2026-01-20 21:30:00,1
391,13173,1604,2026-01-25 11:37:00,1
392,43274,1478,2026-01-02 07:37:00,1
393,8573,1683,2026-01-22 18:15:00,1
394,4605,1942,2026-01-23 21:07:00,0
395,43788,858,2026-01-05 15:26:00,1
396,26240,425,2026-01-18 18:20:00,0
397,5825,643,2026-01-31 22:11:00,1
398,9426,702,2026-01-18 21:22:00,1
399,42561,1420,2026-01-09 18:39:00,1
400,10822,1961,2026-01-08 11:17:00,1
401,25221,461,2026-01-31 13:19:00,1
402,19612,1444,2026-01-16 23:20:00,0
403,9022,1175,2026-01-22 21:34:00,1
404,24199,300,2026-01-10 18:02:00,1
405,30666,1893,2026-01-15 06:41:00,1
406,5503,982,2026-01-07 17:12:00,1
407,45392,224,2026-01-20 20:47:00,1
408,174,206,2026-01-14 16:21:00,1
409,8808,1579,2026-01-05 15:00:00,0
410,40472,978,2026-01-21 19:12:00,1
411,21091,122,2026-01-30 16:49:00,0
412,22453,1176,2026-01-08 15:34:00,1
413,16807,856,2026-01-29 16:53:00,1
414,36242,1614,2026-01-16 21:11:00,1
415,48696,19,2026-01-10 14:36:00,1
416,46989,1902,2026-01-11 00:18:00,1
417,34274,1012,2026-01-29 01:08:00,0
418,39120,559,2026-01-07 22:51:00,0
419,43833,333,2026-01-24 15:29:00,1
420,45598,1509,2026-01-11 19:50:00,1
421,36304,1252,2026-01-28 14:40:00,0
422,46030,876,2026-01-17 06:20:00,0
423,12838,288,2026-01-16 18:20:00,0
424,1035,483,2026-01-15 19:48:00,1
425,20284,24,2026-01-09 22:41:00,1
426,42825,484,2026-01-02 11:42:00,1
427,14772,241,2026-01-21 20:58:00,1
428,6851,980,2026-01-05 13:29:00,1
429,49713,1101,2026-01-26 21:42:00,1
430,11571,1394,2026-01-25 21:38:00,1
431,46370,915,2026-01-17 21:45:00,1
432,23657,127,2026-01-27 21:35:00,1
433,29351,1066,2026-01-15 18:07:00,1
434,45340,1841,2026-01-17 16:28:00,0
435,3493,929,2026-01-05 02:32:00,1
436,5506,1155,2026-01-02 19:35:00,1
437,24252,45,2026-01-13 16:16:00,1
438,24138,150,2026-01-02 23:27:00,0
439,14755,1913,2026-01-16 18:02:00,1
440,2105,278,2026-01-25 10:41:00,0
441,47498,1974,2026-01-14 22:23:00,0
442,14422,1781,2026-01-30 17:58:00,1
443,38569,1975,2026-01-22 16:55:00,1
444,44020,713,2026-01-04 14:11:00,1
445,31830,1491,2026-01-08 19:53:00,1
446,37389,777,2026-01-27 18:14:00,1
447,36817,1568,2026-01-04 19:02:00,1
448,41527,207,2026-01-20 21:02:00,1
449,2913,1377,2026-01-23 17:55:00,1
450,403,1517,2026-01-02 16:25:00,1
451,27884,1545,2026-01-28 14:49:00,0
452,40151,1583,2026-01-22 19:52:00,1
453,39286,1353,2026-01-17 07:14:00,1
454,24597,1141,2026-01-31 17:37:00,1
455,20007,97,2026-01-12 19:41:00,1
456,32932,306,2026-01-10 13:24:00,0
457,18519,462,2026-01-10 22:54:00,1
458,16338,1874,2026-01-02 20:35:00,1
459,13433,498,2026-01-09 14:13:00,1
460,47742,1097,2026-01-24 19:53:00,0
461,25627,150,2026-01-07 21:51:00,1
462,38001,1960,2026-01-30 13:00:00,0
463,14211,1971,2026-01-24 19:07:00,1
464,5678,1425,2026-01-20 19:45:00,1
465,13668,955,2026-01-18 13:41:00,1
466,25016,536,2026-01-12 13:32:00,1
467,18491,1480,2026-01-16 09:48:00,1
468,44462,760,2026-01-11 14:26:00,1
469,29401,1770,2026-01-08 02:47:00,1
470,14224,676,2026-01-08 21:24:00,1
471,27143,504,2026-01-16 18:35:00,0
472,16684,1315,2026-01-24 06:31:00,1
473,16034,1501,2026-01-26 19:22:00,1
474,24630,1476,2026-01-18 19:31:00,1
475,21127,1074,2026-01-02 10:53:00,1
476,21439,1936,2026-01-27 19:42:00,1
477,34213,14,2026-01-14 19:08:00,1
478,4784,19,2026-01-07 20:32:00,1
479,49872,1307,2026-01-22 23:59:00,1
480,33131,14,2026-01-18 00:35:00,0
481,17772,35,2026-01-17 21:46:00,1
482,38823,1029,2026-01-27 07:44:00,1
483,26525,305,2026-01-08 17:12:00,1
484,10601,726,2026-01-09 17:50:00,1
485,11411,765,2026-01-31 07:25:00,1
486,6374,499,2026-01-23 22:14:00,0
487,3268,1696,2026-01-28 21:05:00,1
488,22791,831,2026-01-13 15:24:00,0
489,3216,351,2026-01-03 12:31:00,1
490,4762,1607,2026-01-11 13:36:00,1
491,33161,1883,2026-01-02 21:14:00,0
492,45264,1418,2026-01-29 15:36:00,1
493,36200,1348,2026-01-02 21:11:00,1
494,31661,613,2026-01-06 19:36:00,1
495,16096,1515,2026-01-05 09:50:00,1
496,31007,1527,2026-01-12 16:03:00,1
497,33585,476,2026-01-27 21:04:00,1
498,21498,813,2026-01-25 13:20:00,1
499,36892,560,2026-01-26 15:28:00,1
500,49725,1928,2026-01-13 14:27:00,0
501,31234,779,2026-01-03 09:49:00,0
502,19290,505,2026-01-23 07:04:00,1
503,37473,1458,2026-01-26 21:40:00,1
504,31015,739,2026-01-04 21:05:00,1
505,27992,1560,2026-01-09 08:06:00,1
506,36168,384,2026-01-14 19:28:00,1
507,35164,212,2026-01-01 15:05:00,0
508,11167,1225,2026-01-26 19:20:00,0
509,29891,795,2026-01-25 01:05:00,1
510,8196,285,2026-01-09 20:19:00,1
511,896,299,2026-01-03 08:10:00,0
512,20815,516,2026-01-31 14:15:00,1
513,22515,1263,2026-01-07 21:29:00,1
514,6469,1944,2026-01-13 19:21:00,1
515,45875,1647,2026-01-28 13:21:00,1
516,7405,1687,2026-01-28 06:41:00,1
517,33580,616,2026-01-11 17:38:00,0
518,13086,1984,2026-01-11 03:18:00,0
519,8225,497,2026-01-11 15:24:00,1
520,25904,410,2026-01-19 17:34:00,1
521,22365,56,2026-01-31 06:46:00,1
522,24389,430,2026-01-15 06:51:00,1
523,5456,1023,2026-01-05 15:40:00,1
524,42489,316,2026-01-23 14:27:00,1
525,2591,1193,2026-01-13 20:34:00,1
526,46262,76,2026-01-26 13:23:00,1
527,35519,1575,2026-01-08 14:42:00,1
528,17776,1981,2026-01-25 10:21:00,1
529,46699,1063,2026-01-18 14:37:00,1
530,27761,802,2026-01-15 19:49:00,0
531,44633,51,2026-01-16 15:06:00,1
532,20470,1703,2026-01-31 17:46:00,0
533,6712,933,2026-01-26 19:13:00,1
534,17071,714,2026-01-16 20:06:00,1
535,9121,654,2026-01-03 00:19:00,0
536,13018,1456,2026-01-04 14:01:00,1
537,844,1639,2026-01-06 03:59:00,1
538,30848,1131,2026-01-06 08:21:00,1
539,47152,378,2026-01-06 16:40:00,1
540,46312,1511,2026-01-20 10:56:00,1
541,11567,797,2026-01-01 20:45:00,1
542,42430,750,2026-01-11 19:12:00,1
543,5387,1252,2026-01-13 19:37:00,0
544,47857,938,2026-01-20 14:11:00,0
545,23181,1640,2026-01-10 21:58:00,1
546,9133,275,2026-01-11 15:07:00,1
547,46170,240,2026-01-06 13:23:00,1
548,42667,381,2026-01-16 11:40:00,1
549,21598,1883,2026-01-21 22:59:00,1
550,140,384,2026-01-11 21:53:00,0
551,41879,736,2026-01-31 08:00:00,1
552,30577,787,2026-01-31 19:35:00,1
553,1101,1014,2026-01-14 11:43:00,1
554,2752,343,2026-01-03 19:36:00,1
555,41900,599,2026-01-02 08:17:00,1
556,41200,1599,2026-01-15 12:36:00,1
557,37324,1473,2026-01-15 13:34:00,1
558,49625,210,2026-01-24 17:53:00,1
559,24946,1792,2026-01-02 10:28:00,0
560,39044,1773,2026-01-04 19:49:00,1
561,10161,1661,2026-01-24 14:37:00,1
562,29386,424,2026-01-27 19:13:00,0
563,10734,576,2026-01-20 22:34:00,1
564,11790,1173,2026-01-09 13:54:00,1
565,44591,843,2026-01-30 21:03:00,1
566,47415,1344,2026-01-05 20:44:00,1
567,40255,507,2026-01-25 18:53:00,1
568,21633,926,2026-01-03 15:40:00,1
569,2842,570,2026-01-23 13:59:00,1
570,11946,1192,2026-01-01 06:55:00,1
571,23860,130,2026-01-26 20:34:00,0
572,12837,1983,2026-01-14 21:52:00,1
573,20728,1184,2026-01-05 19:36:00,0
574,22859,704,2026-01-29 20:43:00,1
575,37772,204,2026-01-21 12:50:00,0
576,26419,1963,2026-01-14 17:12:00,1
577,35712,192,2026-01-21 08:23:00,1
578,5718,1851,2026-01-21 09:10:00,1
579,17313,1282,2026-01-10 22:46:00,1
580,17066,480,2026-01-14 22:41:00,1
581,41772,438,2026-01-16 13:04:00,1
582,30883,1393,2026-01-15 13:00:00,1
583,23152,247,2026-01-28 20:27:00,1
584,38038,1805,2026-01-10 20:08:00,1
585,11766,141,2026-01-17 22:36:00,1
586,44853,1332,2026-01-06 15:28:00,1
587,22662,437,2026-01-21 15:47:00,1
588,42960,907,2026-01-28 20:13:00,1
589,47069,253,2026-01-19 08:46:00,1
590,36328,1621,2026-01-05 12:15:00,1
591,30100,1134,2026-01-20 17:38:00,1
592,10759,1735,2026-01-22 20:56:00,1
593,5524,1044,2026-01-07 20:47:00,1
594,38195,1606,2026-01-29 10:50:00,1
595,30340,1307,2026-01-20 19:04:00,1
596,21903,1763,2026-01-27 13:36:00,1
597,11556,150,2026-01-01 15:37:00,1
598,40668,537,2026-01-07 08:02:00,1
599,20440,816,2026-01-17 16:18:00,1
600,31810,1099,2026-01-18 08:39:00,1
601,21967,162,2026-01-17 14:58:00,1
602,30276,319,2026-01-18 20:20:00,1
603,34945,1300,2026-01-25 20:53:00,1
604,35662,1431,2026-01-14 19:46:00,1
605,9801,501,2026-01-03 18:59:00,1
606,18312,1247,2026-01-02 20:19:00,1
607,38077,282,2026-01-23 20:00:00,1
608,32724,762,2026-01-05 13:47:00,1
609,30502,1816,2026-01-04 20:49:00,1
610,42391,1653,2026-01-14 20:17:00,1
611,29827,539,2026-01-23 09:36:00,1
612,34216,114,2026-01-16 20:54:00,0
613,28349,754,2026-01-06 17:16:00,1
614,5826,1481,2026-01-04 20:14:00,1
615,4672,6,2026-01-02 21:54:00,1
616,2087,95,2026-01-16 21:23:00,1
617,13704,367,2026-01-30 16:54:00,0
618,3211,660,2026-01-08 20:26:00,1
619,5893,1029,2026-01-22 22:57:00,1
620,42660,458,2026-01-26 16:33:00,1
